Title,Price,SKU#,Article-Code,Availability,Sizes,URL
RUST BROWN COTTON KURTA,"PKR 2,790.00",J-10000147054,JCK-S-46768/S25/JJ9776-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/rust-brown-cotton-boys-kurta-jck-s-46768.html
GREEN COTTON KURTA,"PKR 2,790.00",J-10000147044,JCK-S-46766/S25/JJ9776-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/green-cotton-boys-kurta-jck-s-46766.html
YELLOW LEMON COTTON KURTA,"PKR 2,790.00",J-10000147059,JCK-S-46769/S25/JJ9776-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/yellow-lemon-cotton-boys-kurta-jck-s-46769.html
BURGUNDY BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000149772,JCKS-A-39402/S25/JJ10121-FL,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/burgundy-blended-kameez-shalwar-jcksa39402.html
BLUE BLENDED KAMEEZ SHALWAR,"PKR 3,790.00",J-10000148833,JCKS-A-39397/S25/JJ9867-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/blue-blended-kameez-shalwar-jcksa39397.html
GREEN BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000154076,JCKS-A-39398/S25/JJ9867-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/green-blended-kameez-shalwar-jcksa39398.html
TEAL BLUE BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000150735,JCKS-A-39395/S25/JJ9863-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/teal-blue-blended-kameez-shalwar-jcksa39395.html
CREAM BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000148838,JCKS-A-39403/S25/JJ10253-FL,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/cream-blended-kameez-shalwar-jcksa39403.html
PURPLE BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000147799,JCKS-A-39407/S25/JJ9819-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/purple-blended-kameez-shalwar-jcksa39407.html
BLUE BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000155644,JCKS-A-39401/S25/JJ10121-FL,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/blue-blended-kameez-shalwar-jcksa39401.html
CAMEL BROWN COTTON KURTA,"PKR 3,290.00",J-10000162646,JCK-S-46846/S25/JJ10548-CL,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/camel-brown-cotton-kurta-jcks46846.html
PISTA GREEN BLENDED KAMEEZ SHALWAR,"PKR 3,790.00",J-10000156402,JCKS-A-39372/S25/JJ9823-CL,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/pista-green-blended-kameez-shalwar-jcksa39372.html
TANGERINE BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000148818,JCKS-A-39391/S25/JJ9863-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/tangerine-blended-kameez-shalwar-jcksa39391.html
LIGHT BLUE BLENDED KURTA,"PKR 2,790.00",J-10000161689,JCK-A-39444/S25/JJ10075-CL,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/light-blue-blended-kurta-jcka39444.html
TEA PINK BLENDED KAMEEZ SHALWAR,"PKR 3,790.00",J-10000149762,JCKS-A-39364/S25/JJ9823-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/tea-pink-blended-kameez-shalwar-jcksa39364.html
OFF WHITE BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000147506,JCKS-A-39388/S25/JJ9899-FL,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/off-white-blended-kameez-shalwar-jcksa39388.html
FAWN BLENDED KAMEEZ SHALWAR,"PKR 3,790.00",J-10000156397,JCKS-A-39365/S25/JJ9823-CL,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/fawn-blended-kameez-shalwar-jcksa39365.html
GREEN BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000149767,JCKS-A-39392/S25/JJ9863-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/green-blended-kameez-shalwar-jcksa39392.html
BLACK BLENDED KAMEEZ SHALWAR,"PKR 3,790.00",J-10000158181,JCKS-A-46915/S25/JJ9820-PN,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/black-blended-kameez-shalwar-jcksa46915.html
LIGHT GREEN BLENDED KURTA,"PKR 2,790.00",J-10000160437,JCK-A-46911/S25/JJ10075-CL,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/light-green-blended-kurta-jcka46911.html
OFF WHITE BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000147511,JCKS-A-39389/S25/JJ9899-FL,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/off-white-blended-kameez-shalwar-jcksa39389.html
LIGHT PEACH BLENDED KAMEEZ SHALWAR,"PKR 3,490.00",J-10000155634,JCKS-A-46833/S25/JJ9945-PN,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/light-peach-blended-kameez-shalwar-jcksa46833.html
BEIGE BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000150755,JCKS-A-39460/S25/JJ9490-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/beige-blended-kameez-shalwar-jcksa39460.html
LIGHT BLUE COTTON PRINTED KURTA,"PKR 3,690.00",J-10000154106,JTK-S-50229/S25/JJ9776-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/light-blue-cotton-printed-kurta-jtks50229.html
GREEN BLENDED KURTA,"PKR 3,590.00",J-10000156422,JTK-A-50284/S25/JJ10077-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/green-blended-kurta-jtka50284.html
OFF WHITE BLENDED KURTA,"PKR 3,590.00",J-10000154114,JTK-A-50285/S25/JJ10077-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/off-white-blended-kurta-jtka50285.html
SKY BLUE BLENDED KURTA,"PKR 3,990.00",J-10000156046,JTK-A-50281/S25/JJ10075-FL,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/sky-blue-blended-kurta-jtka50281.html
DARK GREEN BLENDED KURTA,"PKR 3,990.00",J-10000154779,JTK-A-46816/S25/JJ10076-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/dark-green-blended-kurta-jtka46816.html
GREY BLENDED KURTA,"PKR 4,490.00",J-10000154110,JTK-A-50282/S25/JJ10075-FL,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/grey-blended-kurta-jtka50282.html
PERSIAN BLUE BLENDED KURTA,"PKR 3,990.00",J-10000156062,JTK-A-46817/S25/JJ10076-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/persian-blue-blended-kurta-jtka46817.html
PURPLE BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000157473,JCKS-A-39509/S25/JJ9819-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/purple-blended-kameez-shalwar-jcksa39509.html
PEACH BLENDED KURTA,"PKR 3,990.00",J-10000156054,JTK-A-50279/S25/JJ10075-FL,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/peach-blended-kurta-jtka50279.html
SKY BLUE BLENDED KURTA,"PKR 3,990.00",J-10000156058,JTK-A-46818/S25/JJ10076-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/sky-blue-blended-kurta-jtka46818.html
GREEN BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000147521,JCKS-A-90525/S25/JJ9767-SF,In stock,"2 Years,4 Years,6 Years,10 Years",https://www.junaidjamshed.com/green-blended-kameez-shalwar-jcksa90525.html
BLUE COTTON KURTA,"PKR 3,690.00",J-10000147563,JTK-S-50224/S25/JJ9776-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/blue-cotton-teens-kurta-jtk-s-50224.html
TEA PINK BLENDED KURTA,"PKR 3,990.00",J-10000156050,JTK-A-50280/S25/JJ10075-FL,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/tea-pink-blended-kurta-jtka50280.html
BLACK BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000154101,JCKS-A-90533/S25/JJ9767-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/black-blended-kameez-shalwar-jcksa90533.html
BROWN BLENDED KAMEEZ SHALWAR,"PKR 4,290.00",J-10000145028,JCKS-A-90523/S25/JJ9767-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/brown-blended-kameez-shalwar-jcksa90523.html
LILAC BLENDED KAMEEZ SHALWAR,"PKR 3,790.00",J-10000147829,JCKS-S-50206/S25/JJ9816-SF,In stock,"2 Years,4 Years,6 Years,8 Years,10 Years",https://www.junaidjamshed.com/lilac-blended-kameez-shalwar-jckss50206.html
BROWN BLENDED KAMEEZ SHALWAR,"PKR 6,990.00",J-10000148193,JTKS-A-50167/S25/JJ9934-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/brown-blended-kameez-shalwar-jtksa50167.html
GREY BLENDED KAMEEZ SHALWAR,"PKR 6,990.00",J-10000156098,JTKS-A-46829/S25/JJ9864-CL,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/grey-blended-kameez-shalwar-jtksa46829.html
CREAM BLENDED KAMEEZ SHALWAR,"PKR 5,990.00",J-10000148861,JTKS-A-50218/S25/JJ9957-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/cream-blended-kameez-shalwar-jtksa50218.html
CHESTNUT BROWN BLENDED KAMEEZ SHALWAR,"PKR 6,490.00",J-10000145759,JTKS-A-50219/S25/JJ9860-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/chestnut-brown-blended-kameez-shalwar-jtksa50219.html
JADE GREEN BLENDED KAMEEZ SHALWAR,"PKR 6,490.00",J-10000147559,JTKS-A-50251/S25/JJ9820-PN,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/jade-green-blended-kameez-shalwar-jtksa50251.html
TEA PINK BLENDED KAMEEZ SHALWAR,"PKR 5,990.00",J-10000148213,JTKS-A-50247/S25/JJ9820-PN,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/tea-pink-blended-kameez-shalwar-jtksa50247.html
MEHNDI GREEN BLENDED KAMEEZ SHALWAR,"PKR 6,490.00",J-10000148201,JTKS-A-50166/S25/JJ9934-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/mehndi-green-blended-kameez-shalwar-jtksa50166.html
BROWN BLENDED KAMEEZ SHALWAR,"PKR 6,490.00",J-10000148857,JTKS-A-46744/S25/JJ9863-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/brown-blended-kameez-shalwar-jtksa46744.html
BEIGE BLENDED KAMEEZ SHALWAR,"PKR 5,990.00",J-10000150760,JTKS-A-46801/S25/JJ9941-PN,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/beige-blended-kameez-shalwar-jtksa46801.html
GREEN COTTON KURTA,"PKR 2,990.00",J-10000161635,JTK-S-46824/S25/JJ10548-PN,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/green-cotton-kurta-jtks46824.html
DENIM BLUE BLENDED KAMEEZ SHALWAR,"PKR 6,490.00",J-10000148853,JTKS-A-46742/S25/JJ9863-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/denim-blue-blended-kameez-shalwar-jtksa46742.html
BLUE COTTON KURTA,"PKR 3,490.00",J-10000162661,JTK-S-33590/S25/JJ8714-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/blue-cotton-kurta-jtks33590.html
BLUE BLENDED KAMEEZ SHALWAR,"PKR 5,990.00",J-10000145068,JTKS-A-46749/S25/JJ9876-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/blue-blended-kameez-shalwar-jtksa46749.html
BROWN COTTON KURTA,"PKR 2,990.00",J-10000161631,JTK-S-46821/S25/JJ10548-PN,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/brown-cotton-kurta-jtks46821.html
GREY BLENDED KAMEEZ SHALWAR,"PKR 6,490.00",J-10000149797,JTKS-A-46802/S25/JJ9942-PN,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/grey-blended-kameez-shalwar-jtksa46802.html
BLACK BLENDED KAMEEZ SHALWAR,"PKR 6,490.00",J-10000138827,JTKS-A-39359/S25/JJ9815-FL,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/black-blended-kameez-shalwar-jtksa39359.html
RUST COTTON KURTA,"PKR 3,490.00",J-10000161627,JTK-S-33607/S25/JJ8714-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/rust-cotton-kurta-jtks33607.html
DARK BROWN COTTON KAMEEZ SHALWAR,"PKR 6,490.00",J-10000161599,JTKS-S-46844/S25/JJ10248-CL,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/dark-brown-cotton-kameez-shalwar-jtkss46844.html
BLACK COTTON SCHIFFLI FORMAL KURTA,"PKR 7,990.00",J-10000154217,JJK-S-50069/S25/JJ9779-FL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/black-cotton-schiffli-formal-kurta-jjks50069.html
CEMENT GREEN COTTON KAMEEZ SHALWAR,"PKR 6,490.00",J-10000161607,JTKS-S-46831/S25/JJ10248-CL,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/cement-green-cotton-kameez-shalwar-jtkss46831.html
SEA GREEN COTTON FORMAL KURTA,"PKR 4,990.00",J-10000154223,JJK-A-50276/S25/JJ9750-FL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/sea-green-cotton-formal-kurta-jjks50276.html
BLUE COTTON KAMEEZ SHALWAR,"PKR 6,490.00",J-10000161603,JTKS-S-46841/S25/JJ10248-CL,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/blue-cotton-kameez-shalwar-jtkss46841.html
DARK GREY COTTON PRINTED SEMI-FORMAL KURTA,"PKR 4,090.00",J-10000156649,JJK-S-46800/S25/JJ9776-SF,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/dark-grey-cotton-printed-semi-formal-kurta-jjks46800.html
OFF WHITE COTTON SCHIFFLI FORMAL KURTA,"PKR 7,490.00",J-10000156655,JJK-S-50198/S25/JJ9780-FL,In stock,"XS,S,M,L",https://www.junaidjamshed.com/off-white-cotton-schiffli-formal-kurta-jjks50198.html
BLUE COTTON SCHIFFLI FORMAL KURTA,"PKR 7,990.00",J-10000144195,JJK-S-50068/S25/JJ9779-FL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/blue-cotton-schiffli-formal-kurta-jjks50068.html
BLACK COTTON SCHIFFLI FORMAL KURTA,"PKR 6,990.00",J-10000154783,JJK-S-50199/S25/JJ9780-FL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/black-cotton-schiffli-formal-kurta-jjks50199.html
CHARCOAL COTTON PRINTED SEMI-FORMAL KURTA,"PKR 4,090.00",J-10000158328,JJK-S-33490/S25/JJ9776-SF,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/charcoal-cotton-printed-semi-formal-kurta-jjks33490.html
BROWN COTTON PRINTED SEMI-FORMAL KURTA,"PKR 4,090.00",J-10000156631,JJK-S-33492/S25/JJ9776-SF,In stock,"S,M,L,XL",https://www.junaidjamshed.com/brown-cotton-printed-semi-formal-kurta-jjks33492.html
GREEN COTTON PRINTED SEMI-FORMAL KURTA,"PKR 4,090.00",J-10000156625,JJK-S-33491/S25/JJ9776-SF,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/green-cotton-printed-semi-formal-kurta-jjks33491.html
MUD BROWN BLENDED KAMEEZ SHALWAR,"PKR 6,490.00",J-10000158680,JTKS-A-50299/S25/JJ10078-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/mud-brown-blended-kameez-shalwar-jtksa50299.html
BROWN COTTON PRINTED SEMI-FORMAL KURTA,"PKR 4,090.00",J-10000156613,JJK-S-33466/S25/JJ9776-SF,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/brown-cotton-printed-semi-formal-kurta-jjks33466.html
BLACK COTTON PRINTED SEMI-FORMAL KURTA,"PKR 4,090.00",J-10000156601,JJK-S-33464/S25/JJ9776-SF,In stock,"S,M,L,XL",https://www.junaidjamshed.com/black-cotton-printed-semi-formal-kurta-jjks33464.html
CREAM BLENDED KAMEEZ SHALWAR,"PKR 6,490.00",J-10000158684,JTKS-A-50297/S25/JJ10078-SF,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/cream-blended-kameez-shalwar-jtksa50297.html
BLACK BLENDED KAMEEZ SHALWAR,"PKR 6,990.00",J-10000158692,JTKS-A-50287/S25/JJ9860-CL,In stock,"12 Years,14 Years,16 Years,18 Years",https://www.junaidjamshed.com/black-blended-kameez-shalwar-jtksa50287.html
BLUE COTTON SEMI-FORMAL KURTA,"PKR 4,990.00",J-10000146668,JJK-S-33406/S25/JJ9831-SF,In stock,"S,M,L,XL",https://www.junaidjamshed.com/blue-cotton-semi-formal-kurta-jjks33406.html
BLACK & WHITE COTTON PRINTED SEMI-FORMAL KURTA,"PKR 4,090.00",J-10000156619,JJK-S-33489/S25/JJ9776-SF,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/black-white-cotton-printed-semi-formal-kurta-jjks33489.html
GREYISH BLUE BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 8,490.00",J-10000150884,JJKS-A-47440/S25/JJ9937-SF,In stock,"S,M,L,XL",https://www.junaidjamshed.com/greyish-blue-blended-semi-formal-kameez-shalwar-jjksa47440.html
SKY BLUE BLENDED CASUAL KAMEEZ SHALWAR,"PKR 7,990.00",J-10000150890,JJKS-A-47492/S25/JJ9988-CL,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/sky-blue-blended-casual-kameez-shalwar-jjksa47492.html
DARK PURPLE BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000154825,JJKS-A-33531/S25/JJ9933-SF,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/dark-purple-blended-semi-formal-kameez-shalwar-jjksa33531.html
BLACK COTTON CASUAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000154831,JJKS-A-33552/S25/JJ9832-CL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/black-cotton-casual-kameez-shalwar-jjksa33552.html
PURPLE COTTON CASUAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000148043,JJKS-A-33476/S25/JJ9747-CL,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/purple-cotton-casual-kameez-shalwar-jjksa33476.html
ARMY GREEN COTTON CASUAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000148055,JJKS-A-33479/S25/JJ9833-CL,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/army-green-cotton-casual-kameez-shalwar-jjksa33479.html
DEEP GREY BLENDED CASUAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000154819,JJKS-A-33486/S25/JJ9933-CL,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/deep-grey-blended-casual-kameez-shalwar-jjksa33486.html
MAROON COTTON SEMI-FORMAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000155818,JJKS-A-33473/S25/JJ10021-SF,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/maroon-cotton-semi-formal-kameez-shalwar-jjksa33473.html
GREEN BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000155800,JJKS-A-33484/S25/JJ9856-SF,In stock,"S,M,L,XL",https://www.junaidjamshed.com/green-blended-semi-formal-kameez-shalwar-jjksa33484.html
PRUSSIAN BLUE BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000156887,JJKS-A-33485/S25/JJ9856-SF,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/prussian-blue-blended-semi-formal-kameez-shalwar-jjksa33485.html
MIDNIGHT GREY BLENDED CASUAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000150878,JJKS-A-33477/S25/JJ9860-CL,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/midnight-grey-blended-casual-kameez-shalwar-jjksa33477.html
MUD GREEN BLENDED CASUAL KAMEEZ SHALWAR,"PKR 8,490.00",J-10000150860,JJKS-A-33471/S25/JJ11074-CL,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/mud-green-blended-casual-kameez-shalwar-jjksa33471.html
BLUE-GREY COTTON CASUAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000148061,JJKS-A-33480/S25/JJ9833-CL,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-grey-cotton-casual-kameez-shalwar-jjksa33480.html
GREEN BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 8,490.00",J-10000155788,JJKS-A-33461/S25/JJ9822-SF,In stock,"S,M,L,XL",https://www.junaidjamshed.com/green-blended-semi-formal-kameez-shalwar-jjksa33461.html
BLACK BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 9,490.00",J-10000145572,JJKS-A-33454/S25/JJ10123-SF,In stock,"S,M,L,XL",https://www.junaidjamshed.com/black-blended-semi-formal-kameez-shalwar-jjksa33454.html
LIGHT GREY COTTON CASUAL KAMEEZ SHALWAR,"PKR 8,990.00",J-10000148049,JJKS-A-33478/S25/JJ9747-CL,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/light-grey-cotton-casual-kameez-shalwar-jjksa33478.html
BLUE LAWN PRINTED KURTI,"PKR 2,990.00",J-10000142105,JJLK-S-JSS-25-513 FB/POLKA-4,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/blue-lawn-printed-kurti-jss25513s.html
BROWN LAWN PRINTED KURTI,"PKR 2,990.00",J-10000143790,JJLK-S-JSS-25-514 FB/POLKA-5,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/brown-lawn-printed-kurti-jss25514s.html
GREEN DOBBY EMBROIDERED KURTI,"PKR 3,490.00",J-10000138161,JJLK-S-JSS-25-503 FB/INDEPENDENCE-03,In stock,"XS,L",https://www.junaidjamshed.com/green-dobby-embroidered-kurti-jss25503s.html
GREEN DOBBY EMBROIDERED KURTI,"PKR 3,490.00",J-10000138173,JJLK-S-JSS-25-501 FB/INDEPENDENCE-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/green-dobby-embroidered-kurti-jss25501s.html
BLUE-GREY BLENDED KURTA TROUSERS,"PKR 7,990.00",J-10000150896,JJKP-A-33467/S25/JJ9823-CL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/blue-grey-blended-kurta-trousers-jjkpa33467.html
SKY BLUE BLENDED KURTA TROUSERS,"PKR 7,990.00",J-10000150920,JJKP-A-47492/S25/JJ9988-CL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/sky-blue-blended-kurta-trousers-jjkpa47492.html
GREEN DOBBY EMBROIDERED KURTI,"PKR 3,490.00",J-10000138167,JJLK-S-JSS-25-502 FB/INDEPENDENCE-02,In stock,"XS,M,L",https://www.junaidjamshed.com/green-dobby-embroidered-kurti-jss25502s.html
OFF WHITE LAWN PRINTED KURTI,"PKR 2,990.00",J-10000142093,JJLK-S-JSS-25-511 FB/POLKA-2,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/off-white-lawn-printed-kurti-jss25511s.html
MUD GREEN BLENDED KURTA TROUSERS,"PKR 8,490.00",J-10000150908,JJKP-A-33471/S25/JJ11074-CL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/mud-green-blended-kurta-trousers-jjkpa33471.html
BLACK BLENDED KURTA TROUSERS,"PKR 8,990.00",J-10000145366,JJKP-A-47441/S25/JJ9869-SF,In stock,"S,M,L,XL",https://www.junaidjamshed.com/black-blended-kurta-trousers-jjkpa47441.html
BLACK LAWN PRINTED KURTI,"PKR 2,990.00",J-10000142567,JJLK-S-JSS-25-510 FB/POLKA-1,In stock,"XS,S,M,XL",https://www.junaidjamshed.com/black-lawn-printed-kurti-jss25510s.html
FAWN BLENDED KURTA TROUSERS,"PKR 7,990.00",J-10000150902,JJKP-A-33470/S25/JJ9823-CL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/fawn-blended-kurta-trousers-jjkpa33470.html
GREY LAWN EMBROIDERED 3PC STITCHED,"PKR 8,490.00",J-10000137236,JLAWN-S-25-208/S MODERN ART-03,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/grey-lawn-embroidered-3pc-stitched-jls25208s.html
JADE GREEN BLENDED CASUAL KAMEEZ SHALWAR,"PKR 7,490.00",J-10000154289,JJTH-KP-A-50246/S25/JJ9945-CL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/jade-green-blended-casual-kameez-shalwar-jjthkpa50246.html
FAWN BLENDED CASUAL KAMEEZ SHALWAR,"PKR 7,490.00",J-10000154283,JJTH-KP-A-50245/S25/JJ9945-CL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/fawn-blended-casual-kameez-shalwar-jjthkpa50245.html
BLACK BLENDED SEMI-FORMAL KAMEEZ SHALWAR,"PKR 7,990.00",J-10000148909,JJKS-A-90533/S25/JJ9767-SF,In stock,"S,M,L,XL",https://www.junaidjamshed.com/black-blended-semi-formal-kameez-shalwar-jjksa90533.html
PURPLE LAWN EMBROIDERED 3PC STITCHED,"PKR 10,990.00",J-10000137218,JLAWN-S-25-201/S CHAR BAGH-04,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/purple-lawn-embroidered-3pc-stitched-jls25201s.html
OFF WHITE BLENDED CASUAL KAMEEZ SHALWAR,"PKR 7,490.00",J-10000154295,JJTH-KP-A-50255/S25/JJ9945-CL,In stock,"S,M,L,XL",https://www.junaidjamshed.com/off-white-blended-casual-kameez-shalwar-jjthkpa50255.html
DARK PURPLE BLENDED CASUAL KAMEEZ SHALWAR,"PKR 8,490.00",J-10000148891,JJKS-S-33404/S25/JJ9863-PN,In stock,"S,M,L,XL",https://www.junaidjamshed.com/dark-purple-blended-casual-kameez-shalwar-jjkss33404.html
WHITE LAWN EMBROIDERED 3PC STITCHED,"PKR 8,490.00",J-10000137224,JLAWN-S-25-206/S MODERN ART-01,In stock,"XS,S,M,L,XL",https://www.junaidjamshed.com/white-lawn-embroidered-3pc-stitched-jls25206s.html
